,review_id,course_id,course_name
300,13092,690,Elementary Yiddish I
301,13093,137,[HUMA W1121] Masterpieces of Western Art (Art Humanities)
302,13094,3873,tennis
303,13095,1123,[W3211] Intermediate Microeconomics
304,13096,1378,[ENGL BC3183] American Literature Since 1945
305,13097,1974,[ANTH G6084] Science and Society
306,13098,3871,[PSYC W1610] Stats for Behavioural Science
307,13099,4643,"[ASTR BC1754] Stars, Galaxies, and Cosmologies"
308,13100,73,[MATH V1101] Calculus I
309,13101,4601,[HUMA C1001] Masterpieces of Western Literature and Philosophy (Literature Humanities)
310,13102,1622,[COMS W3137] Data Structures and Algorithms
311,13103,1805,Reacting to the Past
312,13104,1582,[FYSB BC1156/69] First Year Seminar: Legacy of the Mediterranean I
313,13105,2744,Religions and the Modern World
314,13106.0,,
315,13107,4020,[ASCM V2003] Introduction to Islamic Civilization
316,13109,3875,Elementary Czech I
317,13110,3214,[ENGL S3239] 19th Century English Novel
318,13111,3876,[BIOL BC2003] Biological Diversity Lab
319,13112,3877,"Civil Society, Public Sphere, and Public Protest in Contemporary China"
320,13114,5261,[V1121] Intensive Elementary Italian
321,13115,3878,Age of the Enlightenment
322,13117,924,[PSYC BC1001] Intro to Psychology
323,13119,621,[W3002] Structure and Style II
324,13120,5730,[MATH V3028] Partial Differential Equations
325,13121,5120,[FREN W1102] Elementary French II
326,13122,2018,[HIST BC1401] American Civ to Civil War
327,13124,1123,[W3211] Intermediate Microeconomics
328,13126,845,[HIST BC3467] America Since 1945
329,13127,1203,[MATH V1202] Calculus IV
330,13128,547,[MATH V2010] Linear Algebra
331,13129,4127,[SIEO 3658] Probability
332,13130,3883,The World of Banned Books
333,13131,3770,"[POLS W4895] War, Peace and Strategy"
334,13132,1348,[G9007] International Economics
335,13134,3884,Cryptology 
336,13135,72,[MATH W4061] Introduction to Modern Analysis
337,13136,3193,[MATH W4041] Introduction to Modern Algebra I
338,13137,3887,Stochastic Processes SIEO 4606
339,13138.0,,
340,13139,3883,The World of Banned Books
341,13140,303,[C1100] Frontiers of Science
342,13141,78,Modernism
343,13142,966,Environmental Hazards and Disasters
344,13143,495,Women and Health
345,13144,833,[POLS V/BC1013] Political Theory I
346,13145,5179,[FREN W1202] Intermediate French II
347,13146,3016,[MDES W1210] Elementary Arabic I
348,13147,3888,[FREN W3406] Third Year Grammar and Composition II
349,13149,3889,[FREN W3670] Dada and Surrealism
350,13150,3890,Applied Linear Regression Models
351,13151,1323,[POLS W3631] American Foreign Policy
352,13152,845,[HIST BC3467] America Since 1945
353,13153,26,[COMS W4701] Artificial Intelligence
354,13154,3878,Age of the Enlightenment
355,13155,3872,The Culture of German Modernism
356,13156,3818,West African History
357,13157,73,[MATH V1101] Calculus I
358,13158,3545,[C1101] Contemporary Civilization
359,13159,1310,20th Century Latin American Literature
360,13160,2744,Religions and the Modern World
361,13161,3892,German Conversation I
362,13162,3315,Intermediate German I
363,13163,1572,[POLS W3514] European Union: Policies and Institutions
364,13164,4746,[MATH V1201] Calculus III
365,13166,3379,[C1010] University Writing
366,13167,3893,Introduction To Spanish Fascism
367,13168,2721,[HUMA W1123] Masterpieces of Western Music (Music Humanities)
368,13169,2347,[C3045] Intensive Organic Chemistry for First Years I
369,13170,4746,[MATH V1201] Calculus III
370,13171,3891,[CLEN W3940] Modern Fiction
371,13172,137,[HUMA W1121] Masterpieces of Western Art (Art Humanities)
372,13173,1123,[W3211] Intermediate Microeconomics
373,13174.0,,
374,13176,2721,[HUMA W1123] Masterpieces of Western Music (Music Humanities)
375,13177,282,[C3444] Organic Chemistry II
376,13178,893,Hinduism
377,13179,3797,[ANTH V1002] The Interpretation Of Culture
378,13181,84,Piano Instruction
379,13182,351,[FREN W1201] Intermediate French I
380,13183,1378,[ENGL BC3183] American Literature Since 1945
381,13184,481,[ASCE V2359] Introduction to East Asian Civilization: China
382,13185,137,[HUMA W1121] Masterpieces of Western Art (Art Humanities)
383,13186,399,[AFCV C1020] African Civilization
384,13187,3545,[C1101] Contemporary Civilization
385,13188,3545,[C1101] Contemporary Civilization
386,13189,1123,[W3211] Intermediate Microeconomics
387,13190,3897,[PSYC W3450] Evoulution of Consciousness & Intelligence
388,13191,3898,Playwriting Workshop
389,13192,137,[HUMA W1121] Masterpieces of Western Art (Art Humanities)
390,13193,3379,[C1010] University Writing
391,13195,449,[BC1001] Introduction to Macroeconomics
392,13196,3900,The Lives of Creative Women
393,13197,550,Structure and Style
394,13198,4671,[STAT W1001] Introduction to Statistical Reasoning
395,13199,54,[HIST W3535] History of the City of New York
396,13200,411,Reading and Writing Narrative History (Seminar)
397,13201,3901,Sociology of the Novel
398,13202,3902,Environmental Biology 1
399,13203,3903,Islam in the 20th Century
400,13204,3904,[CLME W3542] Intro to Hebrew Literature
401,13205,3905,Introduction To Statistics: Probability Models
402,13206,153,[W1111] Introduction to Statistics (A)
403,13207,449,[BC1001] Introduction to Macroeconomics
404,13208,845,[HIST BC3467] America Since 1945
405,13209,2873,[W3412] Introduction to Econometrics
406,13210,3907,Junior Colloquium - Urban Studies
407,13211,1002,[PSYC W2220] Cognition: Memory and Stress
408,13212,2374,[POLS V3001] Introduction to Human Rights
409,13213,3379,[C1010] University Writing
410,13214,4601,[HUMA C1001] Masterpieces of Western Literature and Philosophy (Literature Humanities)
411,13215,5232,[FREN W3334] Major Literary Works since 1800
412,13216,5258,[V1102] Elementary Italian II
413,13217,3909,Nations and Nationalism in 19th Century Europe
414,13218,3910,Organic Chem for Freshman
415,13219,4746,[MATH V1201] Calculus III
416,13220,102,[POLS V1601] Introduction to International Politics
417,13221,586,[PHYS C1601] Physics I: Mechanics and Relativity
418,13222,203,Karate
419,13223,1459,[C1403] General Chemistry I
420,13224.0,,
421,13226,4020,[ASCM V2003] Introduction to Islamic Civilization
422,13227,1196,intro to sociology
423,13228,3912,Science and Technology in Urban Environments
424,13229,3912,Science and Technology in Urban Environments
425,13230,3379,[C1010] University Writing
426,13231,2721,[HUMA W1123] Masterpieces of Western Music (Music Humanities)
427,13232,4601,[HUMA C1001] Masterpieces of Western Literature and Philosophy (Literature Humanities)
428,13233,2344,[PSYC BC1123] Psychology of Personality (w/ or w/o lab)
429,13234,1416,[POLS V3313] American Urban Politics
430,13235,4078,[YIDD W1101] Elementary Yiddish I
431,13236,2613,[PSYC BC3376] Infant Development
432,13237,2720,[HIST W3926] Historical Origins of Human Rights
433,13238,833,[POLS V/BC1013] Political Theory I
434,13239,2283,[E1102] Art of Engineering (Gateway Lab)
435,13240,3379,[C1010] University Writing
436,13241,2283,[E1102] Art of Engineering (Gateway Lab)
437,13242,77,Basic Drawing
438,13243.0,,
439,13244,3545,[C1101] Contemporary Civilization
440,13245,2721,[HUMA W1123] Masterpieces of Western Music (Music Humanities)
441,13246,3147,[BIOL BC3372] Ecology
442,13247,153,[W1111] Introduction to Statistics (A)
443,13248,275,Screenwriting
444,13249,2632,[MATH W1003] College Algebra - Analytic Geometry (Precalculus)
445,13250,1123,[W3211] Intermediate Microeconomics
446,13251,1123,[W3211] Intermediate Microeconomics
447,13252,2797,[POLS W1201] Introduction to American Politics
448,13253,3914,[E3018] Mechanical Engineering Lab I
449,13254,1442,[AHIS V3248] Greek Art and Architecture
450,13255,3797,[ANTH V1002] The Interpretation Of Culture
451,13256,709,[PSYC BC1105] Psychology of Learning (w/ or w/o lab)
452,13257,2422,Intensive Review of Elementary Spanish
453,13258,3915,Intro to Self Defense
454,13259,3457,[FYSB BC1182] First-Year English: Legacy of the Mediterranean II
455,13260,3797,[ANTH V1002] The Interpretation Of Culture
456,13262,134,20th Century Urbanization in a Comparative Perspective
457,13263,102,[POLS V1601] Introduction to International Politics
458,13264,3302,Senior Project
459,13265,372,Sculpture Fundamentals
460,13266,3041,[HIST BC1401] American Civilization to the Civil War
461,13267,1893,Biomechanics For the Dancer
462,13268,472,Intro to Environmental Science
463,13269,1203,[MATH V1202] Calculus IV
464,13271.0,,
465,13272,2720,[HIST W3926] Historical Origins of Human Rights
466,13273,4601,[HUMA C1001] Masterpieces of Western Literature and Philosophy (Literature Humanities)
467,13274,4601,[HUMA C1001] Masterpieces of Western Literature and Philosophy (Literature Humanities)
468,13275,3917,"[POLS BC3210] Power, Politics and Policymaking"
469,13276,3918,"Comprehensive Elementary Spanish, Fall 2005"
470,13277,1442,[AHIS V3248] Greek Art and Architecture
471,13278,3379,[C1010] University Writing
472,13279,4609,[AHIS W3650] 20th Century Art
473,13280,1095,Criminology
474,13281,3199,Fiction Workshop
475,13282,3149,[PSYC BC3177] Psychology of Drug Use and Abuse
476,13283,1543,[W4465] Public Economics
477,13285,1504,[ANTH V3525] Introduction to South Asian History and Culture
478,13286,1378,[ENGL BC3183] American Literature Since 1945
479,13288,3130,[W3490] Latin American Humanities I
480,13290,3920,[MATH V3020] Number Theory and Cryptography
481,13291,3920,[MATH V3020] Number Theory and Cryptography
482,13292,3920,[MATH V3020] Number Theory and Cryptography
483,13293,2078,beginning swimming
484,13294,3921,Hispanics in the United States
485,13295,3909,Nations and Nationalism in 19th Century Europe
486,13296,4114,[AHIS V3600] 19th Century Art
487,13297,3922,Withcraft In Early Modern Europe
488,13298,3480,[BIOL BC2001] Molecular and Cell Biology
489,13299,3923,Floor Hockey
490,13301,3130,[W3490] Latin American Humanities I
491,13302,152,[HIST BC3321] Colonial Encounters
492,13303,3747,[PHIL G9485] Philosophy of Language
493,13304,3011,[PHIL V3237] Early Modern Philosophy
494,13305,3924,The Qur'an
495,13306,3797,[ANTH V1002] The Interpretation Of Culture
496,13307,2601,"[ANTH V3947] Text, Magic, Performance"
497,13308,38,[ECON W4228] Urban Economics
498,13309,3925,Nationalite et Citoyennete
499,13310,1079,[PSYC BC2141] Abnormal Psychology
500,13311,3141,Transport Phenomena I
501,13312,303,[C1100] Frontiers of Science
502,13313,73,[MATH V1101] Calculus I
503,13314,152,[HIST BC3321] Colonial Encounters
504,13315,2721,[HUMA W1123] Masterpieces of Western Music (Music Humanities)
505,13316,3545,[C1101] Contemporary Civilization
506,13317,2474,Masterpieces of Indian Art and Architecture
507,13318,718,[V2607] Buddhism: Indo-Tibetan
508,13319,303,[C1100] Frontiers of Science
509,13320,3927,[ENGL BC3193] Literary Criticism and Theory
510,13321,73,[MATH V1101] Calculus I
511,13322,845,[HIST BC3467] America Since 1945
512,13325,1021,Evaluation of Evidence
513,13326,3601,[PSYC W1001] Science of Psychology
514,13327,3545,[C1101] Contemporary Civilization
515,13328,3928,Introduction to Comparative Ethnic Studies
516,13329,2720,[HIST W3926] Historical Origins of Human Rights
517,13330,3601,[PSYC W1001] Science of Psychology
518,13332,3929,E4409 Industrial Information Planning Systems
519,13333,711,Fundamentals of Western Music
520,13334,1489,[HIST BC3062] Medieval Intellectual Life 1050-1400
521,13335,3072,[MATH V3027] Ordinary Differential Equations
522,13336,3931,[AFRS BC3004] Intro to African Studies
523,13337,893,Hinduism
524,13338,1203,[MATH V1202] Calculus IV
525,13339,3601,[PSYC W1001] Science of Psychology
526,13340,3797,[ANTH V1002] The Interpretation Of Culture
527,13341,4671,[STAT W1001] Introduction to Statistical Reasoning
528,13342,4601,[HUMA C1001] Masterpieces of Western Literature and Philosophy (Literature Humanities)
529,13343,77,Basic Drawing
530,13344,3932,Nations and Nationalism in the Nineteenth Century
531,13345,137,[HUMA W1121] Masterpieces of Western Art (Art Humanities)
532,13346,3933,Imperialism and the Cryptographic Imagination
533,13347,3934,Re-Reading Nabakov
534,13348,3935,The Challenge of Sustainable Development
535,13349,3936,Don Quixote 
536,13350,3937,russian III
537,13351,2499,"[ASTR 1403] Earth, Moon, and Planets"
538,13352,5185,[MATH V1102] Calculus II
539,13353,3938,[AHIS G8623] Postwar European Art II
540,13354,2996,[ENGL BC3101] The Writer's Process
541,13356,845,[HIST BC3467] America Since 1945
542,13357,3354,[AHUM V3400] Colloquium on Major Texts
543,13358,3307,First-Year Seminar: Ethnicity and Social Transformation
544,13359,351,[FREN W1201] Intermediate French I
545,13360,924,[PSYC BC1001] Intro to Psychology
546,13361,1852,[HIST BC4901] Re-Acting to the Past II
547,13362,1974,[ANTH G6084] Science and Society
548,13363,3379,[C1010] University Writing
549,13364,924,[PSYC BC1001] Intro to Psychology
550,13365,2721,[HUMA W1123] Masterpieces of Western Music (Music Humanities)
551,13366,2171,[1201] First-Year English: Women and Culture
552,13367,3893,Introduction To Spanish Fascism
553,13368,2721,[HUMA W1123] Masterpieces of Western Music (Music Humanities)
554,13369,125,[SPAN C1202] Intermediate Spanish II
555,13370,1459,[C1403] General Chemistry I
556,13371.0,,
557,13372,2262,[PHYS W3003] Mechanics
558,13373,1547,[ENGL BC3159] English Colloquium: Skepticism and Affirmation
559,13374,78,Modernism
560,13375,1075,[ENGL BC3103/4] Essay Writing
561,13376,2171,[1201] First-Year English: Women and Culture
562,13377,4634,[STAT W1211] Intro to Statistics (B)
563,13378,3943,Colonialism & Nationalism in South Asia
564,13379,568,[AHIS BC1001] Introduction to Art History I
565,13380,1459,[C1403] General Chemistry I
566,13381,5442,[STAT W4107] Statistical Inference
567,13382,3945,Unity & Division in American Culture
568,13383,648,[ASCE V2002] Introduction to Major Topics in Asian Civilizations: East Asia
569,13385,4453,[ECON W2261] Introduction to Accounting and Finance
570,13386,236,[PHIL V1401] Elementary Logic
571,13387,1422,[MATH W4071] Introduction to the Math of Finance
572,13388,72,[MATH W4061] Introduction to Modern Analysis
573,13389,3943,Colonialism & Nationalism in South Asia
